gw,lc,ld,ang
FALSE,gun,ltr,"Guaraní, Mbyá"
FALSE,guo,ltr,Guayabero
FALSE,gup,ltr,Gunwinggu
FALSE,guq,ltr,Aché
FALSE,gur,ltr,Farefare
FALSE,gus,ltr,Guinean Sign Language
FALSE,gut,ltr,Maléku Jaíka
FALSE,guu,ltr,Yanomamö
FALSE,guv,ltr,Gey
FALSE,guw,ltr,Gun
FALSE,gux,ltr,Gourmanchéma
FALSE,gux-x-gourmantche,ltr,
FALSE,guz,ltr,Ekegusii
FALSE,gv,ltr,Manx
FALSE,gva,ltr,Guana
FALSE,gvc,ltr,Guanano
FALSE,gve,ltr,Duwet
FALSE,gvf,ltr,Golin
FALSE,gvf-x-kopan,ltr,Kopan
FALSE,gvf-x-kunanaku,ltr,Kunanaku
FALSE,gvj,ltr,Guajá
FALSE,gvl,ltr,Gulay
FALSE,gvm,ltr,Gurmana
FALSE,gvn,ltr,Kuku-Yalanji
FALSE,gvo,ltr,Gavião do Jiparaná
FALSE,gvp,ltr,"Gavião, Pará"
FALSE,gvr,ltr,"Gurung, Western"
FALSE,gvs,ltr,Gumawana
FALSE,gwa,ltr,Mbato
FALSE,gwb,ltr,Gwa
FALSE,gwc,ltr,Kalami
FALSE,gwd,ltr,Gawwada
FALSE,gwe,ltr,Gweno
FALSE,gwf,ltr,Gowro
FALSE,gwg,ltr,Moo
FALSE,gwi,ltr,Gwich’in
FALSE,gwj,ltr,|Gwi
FALSE,gwn,ltr,Gwandara
FALSE,gwr,ltr,Gwere
FALSE,gwt,ltr,Gawar-Bati
FALSE,gww,ltr,Kwini
FALSE,gwx,ltr,Gua
FALSE,gxx,ltr,Wè Southern
FALSE,gya,ltr,"Gbaya, Northwest"
FALSE,gyb,ltr,Garus
FALSE,gyb-x-emnam,ltr,Emnam
FALSE,gyb-x-emnin,ltr,Emnin
FALSE,gyd,ltr,Kayardild
FALSE,gye,ltr,Gyem
FALSE,gyg,ltr,Gbayi
FALSE,gyi,ltr,Gyele
FALSE,gyl,ltr,Gayil
FALSE,gym,ltr,Ngäbere
FALSE,gyn,ltr,Guyanese Creole English
FALSE,gyr,ltr,Guarayu
FALSE,gza,ltr,Ganza
FALSE,gzi,ltr,Gazi
FALSE,gzn,ltr,Gane
TRUE,ha,ltr,Hausa
FALSE,haa,ltr,Han
FALSE,hab,ltr,Hanoi Sign Language
FALSE,hac,ltr,Gurani
FALSE,had,ltr,Hatam
FALSE,hae,ltr,"Oromo, Eastern"
FALSE,haf,ltr,Haiphong Sign Language
FALSE,hag,ltr,Hanga
FALSE,hah,ltr,Hahon
FALSE,hai,ltr,Haida
FALSE,haj,ltr,Hajong
FALSE,hak,ltr,"Chinese, Hakka"
FALSE,hak-ID-kalimanhak,ltr,Kalimantan Hakka Chinese
FALSE,hal,ltr,Halang
FALSE,ham,ltr,Hewa
FALSE,han,ltr,Hangaza
FALSE,hao,ltr,Hakö
FALSE,hap,ltr,Hupla
FALSE,haq,ltr,Ha
FALSE,har,ltr,Harari
FALSE,has,ltr,Haisla
FALSE,hav,ltr,Havu
FALSE,hav-x-kigendo,ltr,Kigendo
FALSE,hav-x-kihavuidjui,ltr,
FALSE,haw,ltr,Hawaiian
FALSE,hax,ltr,"Haida, Southern"
FALSE,hay,ltr,Haya
FALSE,haz,ltr,Hazaragi
FALSE,hba,ltr,Hamba
FALSE,hbb,ltr,Nya Huba
FALSE,hbn,ltr,Heiban
FALSE,hbo,rtl,"Hebrew, Ancient"
FALSE,hbs,ltr,
FALSE,hbu,ltr,Habun
FALSE,hca,ltr,Andaman Creole Hindi
FALSE,hch,ltr,Huichol
FALSE,hch-x-huicholeste,ltr,
FALSE,hdn,ltr,"Haida, Northern"
FALSE,hds,ltr,Honduras Sign Language
FALSE,hdy,ltr,Hadiyya
FALSE,he,rtl,Hebrew (modern)
FALSE,hea,ltr,"Miao, Northern Qiandong"
FALSE,hed,ltr,Herdé
FALSE,heg,ltr,Helong
FALSE,heh,ltr,Hehe
FALSE,hei,ltr,Heiltsuk
FALSE,hem,ltr,Hemba
FALSE,hem-x-kayungu,ltr,Kayungu
FALSE,hem-x-yambula,ltr,Yambula
FALSE,her-BW-otjimbande,ltr,Otchimbander
FALSE,hgm,ltr,Hai||om
FALSE,hgw,ltr,Haigwai
FALSE,hhi,ltr,Hoia Hoia
FALSE,hhr,ltr,Kerak
FALSE,hhy,ltr,Hoyahoya
TRUE,hi,ltr,Hindi
FALSE,hia,ltr,Lamang
FALSE,hid,ltr,Hidatsa
FALSE,hif,ltr,"Hindi, Fiji"
FALSE,hig,ltr,Kamwe
FALSE,hih,ltr,Pamosu
FALSE,hih-x-yoro,ltr,Yoro
FALSE,hii,ltr,Hinduri
FALSE,hij,ltr,Hijuk
FALSE,hik,ltr,Seit-Kaitetu
FALSE,hil,ltr,Hiligaynon
FALSE,hio,ltr,Tsoa
FALSE,hir,ltr,Himarimã
FALSE,hit,ltr,Hittite
FALSE,hiw,ltr,Hiw
FALSE,hix,ltr,Hixkaryána
FALSE,hi-x-bhartali,ltr,
TRUE,hi-x-dcv,ltr,Hindi - Dominant Culture Variant
FALSE,hi-x-dehathi,ltr,
FALSE,hi-x-pawani,ltr,
FALSE,hi-x-waradhi,ltr,
FALSE,hji,ltr,Haji
FALSE,hka,ltr,Kahe
FALSE,hke,ltr,Hunde
FALSE,hke-x-bakobo,ltr,Bakobo
FALSE,hkk,ltr,Hunjara-Kaina Ke
FALSE,hkk-x-hunjara,ltr,Hunjara
FALSE,hkn-x-mel,ltr,Mel
FALSE,hkn-x-melkhaonh,ltr,Mel-Khaonh
FALSE,hks,ltr,Hong Kong Sign Language
FALSE,hla,ltr,Halia
FALSE,hlb,ltr,Halbi
FALSE,hld,ltr,Halang Doan
FALSE,hle,ltr,Hlersu
FALSE,hlt,ltr,"Chin, Matu"
FALSE,hlu,ltr,Hieroglyphic Luwian
FALSE,hma,ltr,"Miao, Southern Mashan"
FALSE,hmb,ltr,"Songhay, Humburi Senni"
FALSE,hmc,ltr,"Miao, Central Huishui"
FALSE,hmd,ltr,"Miao, Large Flowery"
FALSE,hme,ltr,"Miao, Eastern Huishui"
FALSE,hmf,ltr,Hmong Don
FALSE,hmg,ltr,"Miao, Southwestern Guiyang"
FALSE,hmh,ltr,"Miao, Southwestern Huishui"
FALSE,hmi,ltr,"Miao, Northern Huishui"
FALSE,hmj,ltr,Ge
FALSE,hmk,ltr,Maek
FALSE,hml,ltr,"Miao, Luopohe"
FALSE,hmm,ltr,"Miao, Central Mashan"
FALSE,hmn,ltr,Hmong
FALSE,hmp,ltr,"Miao, Northern Mashan"
FALSE,hmq,ltr,"Miao, Eastern Qiandong"
FALSE,hmr,ltr,Hmar
FALSE,hms,ltr,"Miao, Southern Qiandong"
FALSE,hmt,ltr,Hamtai
FALSE,hmu,ltr,Hamap
FALSE,hmv,ltr,Hmong Dô
FALSE,hmv-x-do,ltr,
FALSE,hmw,ltr,"Miao, Western Mashan"
FALSE,hmy,ltr,"Miao, Southern Guiyang"
FALSE,hmz,ltr,Sinicized Miao
FALSE,hna,ltr,Mina
FALSE,hnd,ltr,"Hindko, Southern"
FALSE,hne,ltr,Chhattisgarhi
FALSE,hne-x-khaltahi,ltr,Khaltahi
FALSE,hnh,ltr,||Ani
FALSE,hni,ltr,Hani
FALSE,hni-x-Bu4Du1 Hani,ltr,
FALSE,hni-x-budu,ltr,
FALSE,hni-x-longpuha,ltr,
FALSE,hni-x-yicei,ltr,Yicei
FALSE,hnj,ltr,Hmong Njua
FALSE,hnn,ltr,Hanunoo
FALSE,hno,ltr,"Hindko, Northern"
FALSE,hns,ltr,"Hindustani, Sarnami"
FALSE,hnu,ltr,Hung
FALSE,ho,ltr,Hiri Motu
FALSE,hoa,ltr,Hoava
FALSE,hob,ltr,Mari
FALSE,hoc,ltr,Ho
FALSE,hoe,ltr,Horom
FALSE,hoh,ltr,Hobyót
FALSE,hoi,ltr,Holikachuk
FALSE,hoj,ltr,Haroti
FALSE,hol,ltr,Holu
FALSE,hoo,ltr,Holoholo
FALSE,hop,ltr,Hopi
FALSE,hos,ltr,Ho Chi Minh City Sign Language
FALSE,hot,ltr,Hote
FALSE,hov,ltr,Hovongan
FALSE,hov-x-punanuheng,ltr,Dayak Punan Uheng
FALSE,how,ltr,Honi
FALSE,hoy,ltr,Holiya
FALSE,hoz,ltr,Hozo
FALSE,hpo,ltr,Hpon
FALSE,hps,ltr,Hawaii Sign Language
FALSE,hr,ltr,Croatian
FALSE,hra,ltr,Hrangkhol
FALSE,hrc,ltr,Niwer Mil
FALSE,hre,ltr,Hre
FALSE,hrk,ltr,Haruku
FALSE,hrm,ltr,"Miao, Horned"
FALSE,hro,ltr,Haroi
FALSE,hrt,ltr,Hértevin
FALSE,hru,ltr,Hruso
FALSE,hru-x-aka,ltr,
FALSE,hrw,ltr,Warwar Feni
FALSE,hrx,ltr,Hunsrik
FALSE,hrz,ltr,Harzani
FALSE,hsb,ltr,"Sorbian, Upper"
FALSE,hsh,ltr,Hungarian Sign Language
FALSE,hsl,ltr,Hausa Sign Language
FALSE,hsn,ltr,"Chinese, Xiang"
FALSE,hsn-x-liupanshui,ltr,Miao Liupanshui
FALSE,hss,ltr,Harsusi
FALSE,ht,ltr,"Haitian, Haitian Creole"
FALSE,hto,ltr,"Huitoto, Minica"
FALSE,hts,ltr,Hadza
FALSE,htu,ltr,Hitu
FALSE,htx,ltr,Middle Hittite
FALSE,hu,ltr,Hungarian
FALSE,hub,ltr,Huambisa
FALSE,huc,ltr,‡Hua
FALSE,hud,ltr,Huaulu
FALSE,hue,ltr,"Huave, San Francisco del Mar"
FALSE,huf,ltr,Humene
FALSE,hug,ltr,Huachipaeri
FALSE,huh,ltr,Huilliche
FALSE,hui,ltr,Huli
FALSE,huj,ltr,"Miao, Northern Guiyang"
FALSE,hul,ltr,Hula
FALSE,hum,ltr,Hungana
FALSE,huo,ltr,Hu
FALSE,hup,ltr,Hupa
FALSE,huq,ltr,Tsat
FALSE,hur,ltr,Halkomelem
FALSE,hus,ltr,Huastec
FALSE,hut,ltr,Humla
FALSE,huu,ltr,"Huitoto, Murui"
FALSE,huv,ltr,"Huave, San Mateo del Mar"
FALSE,hux,ltr,"Huitoto, Nüpode"
FALSE,huy,ltr,Hulaulá
FALSE,huz,ltr,Hunzib
FALSE,hvc,ltr,Haitian Vodoun Culture Language
FALSE,hve,ltr,"Huave, San Dionisio del Mar"
FALSE,hvk,ltr,Haveke
FALSE,hvn,ltr,Hawu
FALSE,hvv,ltr,"Huave, Santa María del Mar"
FALSE,hwa,ltr,Wané
FALSE,hwc,ltr,Hawai’i Pidgin
FALSE,hwo,ltr,Hwana
FALSE,hy,ltr,Armenian
FALSE,hya,ltr,Hya
FALSE,hz,ltr,Herero
FALSE,ia,ltr,Interlingua
FALSE,iai,ltr,Iaai
FALSE,ian,ltr,Iatmul
FALSE,iar,ltr,Purari
FALSE,iar-x-iai,ltr,Iai
FALSE,iar-x-koriki,ltr,Koriki
FALSE,iar-x-vaimuru,ltr,Vaimuru
FALSE,iba,ltr,Iban
FALSE,iba-x-,ltr,Dayak Sangku
FALSE,iba-x-baraipenye,ltr,Dayak Barai Penyelompat
FALSE,iba-x-dayakbanjur,ltr,
FALSE,iba-x-dayakbugau,ltr,Dayak Bugau
FALSE,iba-x-dayakbunut,ltr,Dayak Bunut
FALSE,iba-x-dayakdesa,ltr,
FALSE,iba-x-dayaknanga,ltr,
FALSE,iba-x-dayaksebaruk,ltr,Dayak Sebaruk
FALSE,iba-x-dayaksekapat,ltr,Dayak Sekapat
FALSE,iba-x-dayakulu,ltr,
FALSE,iba-x-desa,ltr,Dayak Desa
FALSE,iba-x-desatempunak,ltr,Desa Tempunak
FALSE,iba-x-entebang,ltr,Dayak Entebang
FALSE,iba-x-ibanempran,ltr,
FALSE,iba-x-kancing'k,ltr,
FALSE,iba-x-ketior,ltr,Dayak Ketior
FALSE,iba-x-ketungau,ltr,
FALSE,iba-x-ketungausesat,ltr,
FALSE,iba-x-randuk,ltr,
FALSE,iba-x-salako,ltr,Dayak Salako
FALSE,iba-x-sangku,ltr,Dayak Sangku
FALSE,iba-x-sekajang,ltr,Dayak Sekajang
FALSE,iba-x-selawe,ltr,Dayak Selawe
FALSE,iba-x-selibong,ltr,Dayak Selibong
FALSE,iba-x-sepatoi,ltr,Dayak Sepatoi
FALSE,iba-x-siberuang,ltr,Dayak Siberuang Sejiram
FALSE,iba-x-sikung,ltr,Dayak Sikung
FALSE,iba-x-silatmunta,ltr,Dayak Silat Muntak
FALSE,iba-x-sontas,ltr,Dayak Sontas
FALSE,iba-x-sungkung,ltr,
FALSE,iba-x-tadietn,ltr,Dayak Tadietn
FALSE,ibb,ltr,Ibibio
FALSE,ibd,ltr,Iwaidja
FALSE,ibe,ltr,Akpes
FALSE,ibg,ltr,Ibanag
FALSE,ibl,ltr,Ibaloi
FALSE,ibm,ltr,Agoi
FALSE,ibn,ltr,Ibino
FALSE,ibr,ltr,Ibuoro
FALSE,ibu,ltr,Ibu
FALSE,iby,ltr,Ibani
FALSE,ica,ltr,Ede Ica
FALSE,ich,ltr,Etkywan
FALSE,icl,ltr,Icelandic Sign Language
FALSE,icr,ltr,Islander Creole English
TRUE,id,ltr,Indonesian
FALSE,ida,ltr,Luidakho-Luisukha-Lutirichi
FALSE,ida-x-isukha,ltr,Lwisukha
FALSE,ida-x-tiriki,ltr,Tiriki
FALSE,idb,ltr,Indo-Portuguese
FALSE,idc,ltr,Ajiya
FALSE,idd,ltr,Ede Idaca
FALSE,ide,ltr,Idere
FALSE,idi,ltr,Idi
FALSE,idr,ltr,Indri
FALSE,ids,ltr,Idesa
FALSE,idt,ltr,Idaté
FALSE,idu,ltr,Idoma
TRUE,id-x-dcv,ltr,
FALSE,ie,ltr,Interlingue
FALSE,ifa,ltr,"Ifugao, Amganad"
FALSE,ifa-x-munibannaw,ltr,Mun'ibannawol
FALSE,ifb,ltr,"Ifugao, Batad"
FALSE,ifb-x-lowayangan,ltr,Lower Ayangan
FALSE,ifb-x-uppayangan,ltr,Upper Ayangan
FALSE,ife,ltr,Ifè
FALSE,ife-x-ana,ltr,
FALSE,ifk,ltr,"Ifugao, Tuwali"
FALSE,ifk-x-yattuca,ltr,Yattuca
FALSE,ifm,ltr,Teke-Fuumu
FALSE,ifu,ltr,"Ifugao, Mayoyao"
FALSE,ify,ltr,"Kallahan, Keley-i"
FALSE,ify-x-munkalyon,ltr,
FALSE,ig,ltr,Igbo
FALSE,igb,ltr,Ebira
FALSE,igb-x-etuno,ltr,
FALSE,ige,ltr,Igede
FALSE,igg,ltr,Igana
FALSE,igl,ltr,Igala
FALSE,igm,ltr,Kanggape
FALSE,ign,ltr,Ignaciano
FALSE,igo,ltr,Isebe
FALSE,igs,ltr,
FALSE,igw,ltr,Igwe
FALSE,igw-x-sale,ltr,Igwe-Sale
FALSE,ihb,ltr,Iha Based Pidgin
FALSE,ihi,ltr,Ihievbe
FALSE,ihp,ltr,Iha
FALSE,ihw,ltr,Bidhawal
FALSE,ii,ltr,Nuosu
FALSE,iii-x-baiyi,ltr,
FALSE,iii-x-gongjiyi,ltr,
FALSE,iii-x-luoluo,ltr,
FALSE,ijc,ltr,Izon
FALSE,ije,ltr,Biseni
FALSE,ijj,ltr,Ede Ije
FALSE,ijn,ltr,Kalabari
FALSE,ijs,ltr,"Ijo, Southeast"
FALSE,ik,ltr,Inupiaq
FALSE,ike,ltr,"Inuktitut, Eastern Canadian"
FALSE,iki,ltr,Iko
FALSE,ikk,ltr,Ika
FALSE,ikl,ltr,Ikulu
FALSE,iko,ltr,Olulumo-Ikom
FALSE,ikp,ltr,Ikpeshi
FALSE,iks,ltr,Inuit Sign Language
FALSE,ikt,ltr,Inuinnaqtun
FALSE,ikv,ltr,Iku-Gora-Ankwa
FALSE,ikw,ltr,Ikwere
FALSE,ikx,ltr,Ik
FALSE,ikz,ltr,Ikizu
FALSE,ila,ltr,Ile Ape
FALSE,ilb,ltr,Ila
FALSE,ili,ltr,Ili Turki
FALSE,ilk,ltr,Ilongot
FALSE,ilk-x-bugkalot,ltr,Bukalot
FALSE,ill,ltr,Iranun
FALSE,ilm,ltr,Malaysian Iranun
TRUE,ilo,ltr,Ilocano
FALSE,ilp,ltr,Philippine Iranun
FALSE,ils,ltr,International Sign
FALSE,ilu,ltr,Ili’uun
FALSE,ilv,ltr,Ilue
FALSE,ima,ltr,Mala Malasar
FALSE,imi,ltr,Anamgura
FALSE,iml,ltr,Miluk
FALSE,imn,ltr,Imonda
FALSE,imo,ltr,Imbongu
FALSE,imo-x-imboungu,ltr,Imbo Ungu Proper
FALSE,imr,ltr,Imroing
FALSE,ims,ltr,Marsian
FALSE,imy,ltr,Milyan
FALSE,inb,ltr,Inga
FALSE,ing,ltr,Degexit’an
FALSE,inh,ltr,Ingush
FALSE,inj,ltr,"Inga, Jungle"
FALSE,inl,ltr,Indonesian Sign Language
FALSE,inm,ltr,Minaean
FALSE,inn,ltr,Isinai
FALSE,ino,ltr,Inoke-Yate
FALSE,inp,ltr,Iñapari
FALSE,ins,ltr,Indian Sign Language
FALSE,ins-x-andrapsl,ltr,
FALSE,ins-x-karnatsl,ltr,
FALSE,ins-x-keralasl,ltr,Malayalam Sign Language
FALSE,ins-x-marathisl,ltr,
FALSE,ins-x-tamnadsl,ltr,
FALSE,ins-x-telugusl,ltr,Telugu Sign Language
FALSE,int,ltr,Intha
FALSE,inz,ltr,Ineseño
FALSE,io,ltr,Ido
FALSE,ior,ltr,Inor
FALSE,iou,ltr,Tuma-Irumu
FALSE,iow,ltr,Iowa-Oto
FALSE,ipi,ltr,Ipili
FALSE,ipo,ltr,Ipiko
FALSE,iqu,ltr,Iquito
FALSE,iqw,ltr,Ikwo
FALSE,ire,ltr,Yeresiam
FALSE,irh,ltr,Irarutu
FALSE,iri,ltr,Irigwe
FALSE,irk,ltr,Iraqw
FALSE,irn,ltr,Irántxe
FALSE,irr,ltr,Ir
FALSE,iru,ltr,Irula
FALSE,iru-x-nayak,ltr,
FALSE,irx,ltr,Kamberau
FALSE,iry,ltr,Iraya
FALSE,is,ltr,Icelandic
FALSE,isa,ltr,Isabi
FALSE,isc,ltr,Isconahua
FALSE,isd,ltr,Isnag
FALSE,ise,ltr,Italian Sign Language
FALSE,isg,ltr,Irish Sign Language
FALSE,ish,ltr,Esan
FALSE,isi,ltr,Nkem-Nkum
FALSE,isk,ltr,Ishkashimi
FALSE,ism,ltr,Masimasi
FALSE,isn,ltr,Isanzu
FALSE,iso,ltr,Isoko
FALSE,isr,ltr,Israeli Sign Language
FALSE,ist,ltr,Istriot
FALSE,isu,ltr,Isu
FALSE,it,ltr,Italian
FALSE,itb,ltr,"Itneg, Binongan"
FALSE,itd,ltr,Southern Tidung
FALSE,itd-x-dayaktahol,ltr,Dayak Tahol
FALSE,ite,ltr,Itene
FALSE,iti,ltr,"Itneg, Inlaod"
FALSE,itk,ltr,Judeo-Italian
FALSE,itl,ltr,Itelmen
FALSE,itm,ltr,Itu Mbon Uzo
FALSE,ito,ltr,Itonama
FALSE,itr,ltr,Iteri
FALSE,its,ltr,Isekiri
FALSE,itt,ltr,"Itneg, Maeng"
FALSE,itv,ltr,Itawit
FALSE,itw,ltr,Ito
FALSE,itx,ltr,Itik
FALSE,ity,ltr,"Itneg, Moyadan"
FALSE,itz,ltr,Itza’
FALSE,iu,ltr,Inuktitut
FALSE,ium,ltr,Iu Mien
FALSE,ium-x-huaku,ltr,Huaku Yao
FALSE,ium-x-lantien,ltr,
FALSE,ium-x-lantin,ltr,
FALSE,ivb,ltr,Ibatan
FALSE,ivv,ltr,Ivatan
FALSE,iwk,ltr,I-wak
FALSE,iwm,ltr,Iwam
FALSE,iwo,ltr,Morop
FALSE,iws,ltr,"Iwam, Sepik"
FALSE,ixc,ltr,Ixcatec
FALSE,ixl,ltr,Ixil
FALSE,iya,ltr,Iyayu
FALSE,iyo,ltr,Mesaka
FALSE,iyx,ltr,Yaka
FALSE,izh,ltr,Ingrian
FALSE,izr,ltr,Izere
FALSE,izz,ltr,Izii
FALSE,ja,ltr,Japanese
FALSE,jaa,ltr,Jamamadí
FALSE,jab,ltr,Hyam
FALSE,jac,ltr,Jakalteko
FALSE,jad,ltr,Jahanka
FALSE,jae,ltr,Yabem
FALSE,jaf,ltr,Jara
FALSE,jah,ltr,Jah Hut
FALSE,jaj,ltr,Zazao
FALSE,jak,ltr,Jakun
FALSE,jal,ltr,Yalahatan
FALSE,jam,ltr,Jamaican Creole English
FALSE,jao,ltr,Yanyuwa
FALSE,jaq,ltr,Yaqay
FALSE,jas,ltr,"Javanese, New Caledonian"
FALSE,jat,ltr,
FALSE,jau,ltr,Yaur
FALSE,jav-x-banyu,ltr,
FALSE,jav-x-cirebon,ltr,
FALSE,jav-x-jawatimur,ltr,
FALSE,jav-x-tegal,ltr,Tegal
FALSE,jax,ltr,"Malay, Jambi"
FALSE,jay,ltr,Yan-nhangu
FALSE,jaz,ltr,Jawe
FALSE,jbe,ltr,Judeo-Berber
FALSE,jbj,ltr,Arandai
FALSE,jbk,ltr,Barikewa
FALSE,jbn,ltr,Nafusi
FALSE,jbo,ltr,
FALSE,jbr,ltr,Jofotek-Bromnya
FALSE,jbt,ltr,Jabutí
FALSE,jbu,ltr,Jukun Takum
FALSE,jbu-x-fete,ltr,Fete
FALSE,jbw,ltr,Yawijibaya
FALSE,jcs,ltr,Jamaican Country Sign Language
FALSE,jct,ltr,Krimchak
FALSE,jda,ltr,Jad
FALSE,jdg,ltr,Jadgali
FALSE,jdt,ltr,Judeo-Tat
FALSE,jeb,ltr,Jebero
FALSE,jee,ltr,Jerung
FALSE,jeg,ltr,Jeng
FALSE,jeg-x-lawi,ltr,Lawi
FALSE,jeh,ltr,Jeh
FALSE,jei,ltr,Yei
FALSE,jek,ltr,Jeri Kuo
FALSE,jel,ltr,Yelmek
FALSE,jen,ltr,Dza
FALSE,jer,ltr,Jere
FALSE,jer-x-gasi,ltr,Gasi
FALSE,jet,ltr,Manem
FALSE,jet-x-menangki,ltr,Menangki
FALSE,jeu,ltr,Jonkor Bourmataguil
FALSE,jge,rtl,Judeo-Georgian
FALSE,jgk,ltr,Gwak
FALSE,jgo,ltr,Ngomba
FALSE,jhi,ltr,Jehai
FALSE,jhs,ltr,Jhankot Sign Language
FALSE,jia,ltr,Jina
FALSE,jib,ltr,Jibu
FALSE,jic,ltr,Tol
FALSE,jid,ltr,Bu
FALSE,jie,ltr,Jilbe
FALSE,jig,ltr,Djingili
FALSE,jih,ltr,sTodsde
FALSE,jii,ltr,Jiiddu
FALSE,jil,ltr,Jilim
FALSE,jim,ltr,Jimi
FALSE,jio,ltr,Jiamao
FALSE,jiq,ltr,Lavrung
FALSE,jit,ltr,Jita
FALSE,jiu,ltr,"Jinuo, Youle"
FALSE,jiv,ltr,Shuar
FALSE,jiy,ltr,"Jinuo, Buyuan"
FALSE,jje,ltr,Jejueo
FALSE,jjr,ltr,Bankal
FALSE,jkm,ltr,"Karen, Mobwa"
FALSE,jko,ltr,Kubo
FALSE,jkp,ltr,"Karen, Paku"
FALSE,jkr,ltr,Koro
FALSE,jku,ltr,Labir
FALSE,jle,ltr,Ngile
FALSE,jls,ltr,Jamaican Sign Language
FALSE,jma,ltr,Dima
FALSE,jmb,ltr,Zumbun
FALSE,jmc,ltr,Machame
FALSE,jmd,ltr,Yamdena
FALSE,jmi,ltr,Jimi
FALSE,jml,ltr,Jumli
FALSE,jmn,ltr,"Naga, Makuri"
FALSE,jmr,ltr,Kamara
FALSE,jms,ltr,Mashi
FALSE,jmw,ltr,Mouwase
FALSE,jmx,ltr,"Mixtec, Western Juxtlahuaca"
FALSE,jna,ltr,Jangshung
FALSE,jnd,ltr,Jandavra
FALSE,jng,ltr,Yangman
FALSE,jni,ltr,Janji
FALSE,jnj,ltr,Yemsa
FALSE,jnl,ltr,Rawat
FALSE,jns,ltr,Jaunsari
FALSE,job,ltr,Joba
FALSE,job-x-kivira,ltr,Kivira
FALSE,jod,ltr,Wojenaka
FALSE,jog,ltr,Jogi
FALSE,jos,ltr,Jordanian Sign Language
FALSE,jow,ltr,Jowulu
FALSE,jpa,ltr,Jewish Palestinian Aramaic
FALSE,jpr,rtl,Dzhidi
FALSE,jqr,ltr,Jaqaru
FALSE,jra,ltr,Jarai
FALSE,jra-x-golar,ltr,Golar
FALSE,jrb,rtl,
FALSE,jrr,ltr,Jiru
FALSE,jrt,ltr,Jorto
FALSE,jru,ltr,Japreria
FALSE,jsl,ltr,Japanese Sign Language
FALSE,jua,ltr,Júma
FALSE,jub,ltr,Wannu
FALSE,juc,ltr,Jurchen
FALSE,jud,ltr,Worodougou
FALSE,juh,ltr,Hõne
FALSE,juk,ltr,Wapan
FALSE,jul,ltr,Jirel
FALSE,jum,ltr,Jumjum
FALSE,jun,ltr,Juang
FALSE,juo,ltr,Jiba
FALSE,jup,ltr,Hupdë
FALSE,jur,ltr,Jurúna
FALSE,jus,ltr,Jumla Sign Language
FALSE,jut,ltr,Jutish
FALSE,juu,ltr,Ju
FALSE,juw,ltr,Wãpha
FALSE,juy,ltr,Juray
FALSE,jv,ltr,Javanese
FALSE,jvd,ltr,Javindo
FALSE,jvn,ltr,"Javanese, Suriname"
FALSE,jwi,ltr,Jwira-Pepesa
FALSE,jya,ltr,Jiarong
FALSE,jye,rtl,"Arabic, Judeo-Yemeni"
FALSE,jyy,ltr,Jaya
FALSE,ka,ltr,Georgian
FALSE,kaa,ltr,Karakalpak
FALSE,kab,ltr,Kabyle
FALSE,kab-x-tasahlit,ltr,Tasahlit
FALSE,kac,ltr,Jingpho
FALSE,kad,ltr,Adara
FALSE,kaf,ltr,Katso
FALSE,kag,ltr,Kajaman
FALSE,kah,ltr,Kara
FALSE,kai,ltr,Karekare
FALSE,kaj,ltr,Jju
FALSE,kak,ltr,"Kallahan, Kayapa"
FALSE,kak-x-nkalanguya,ltr,Northern Kalanguya
FALSE,kak-x-skalanguya,ltr,Southern Kalanguya
FALSE,kam,ltr,Kamba
TRUE,kan,ltr,Kannada
FALSE,kan-x-aruvu,ltr,
FALSE,kan-x-bavari,ltr,
FALSE,kan-x-handijog,ltr,
FALSE,kan-x-jangalu,ltr,
FALSE,kan-x-kamashettaru,ltr,Kamashettaru
FALSE,kan-x-kammara,ltr,
FALSE,kan-x-kannadasl,ltr,Kannada Sign Language
FALSE,kan-x-khacha,ltr,Khacha
FALSE,kan-x-koungaru,ltr,Koungaru
FALSE,kan-x-kudipottila,ltr,Kudipottila
FALSE,kan-x-lambadi,ltr,Lambadi
FALSE,kan-x-palligaru,ltr,
FALSE,kan-x-periya,ltr,
FALSE,kan-x-rate,ltr,
FALSE,kan-x-siddi,ltr,
FALSE,kan-x-sillekya,ltr,
FALSE,kan-x-swali,ltr,
FALSE,kan-x-takali,ltr,
FALSE,kan-x-thigularu,ltr,
FALSE,kan-x-waddar,ltr,
FALSE,kan-x-yekalavya,ltr,Yekalavya
FALSE,kao,ltr,Xaasongaxango
FALSE,kap,ltr,Bezhta
FALSE,kaq,ltr,Capanahua
FALSE,kas,rtl,Kashmiri
FALSE,kav,ltr,Katukína
FALSE,kaw,ltr,Kawi
FALSE,kax,ltr,Kao
FALSE,kay,ltr,Kamayurá
FALSE,kaz-x-qazaqi,ltr,
FALSE,kbb,ltr,Kaxuiâna
FALSE,kbc,ltr,Kadiwéu
FALSE,kbd,ltr,Kabardian
FALSE,kbe,ltr,Kanju
FALSE,kbg,ltr,Khamba
FALSE,kbh,ltr,Camsá
FALSE,kbi,ltr,Kaptiau
FALSE,kbj,ltr,Kari
FALSE,kbk,ltr,"Koiari, Grass"
FALSE,kbk-x-eastkoiari,ltr,East Koiari
